customer_id,segment,plan,contract_type,region,tenure,mrr,logins_per_month,days_since_login,features_used,support_tickets,nps_score,csat_score,num_products,start_date,churn,login_tenure_ratio,support_burden,mrr_log,is_inactive_30d,is_inactive_60d,nps_bucket,is_detractor,is_new_customer,is_early_tenure,is_mature_tenure,churn_probability,risk_level,model_used
CUST-00295,SMB,Pro,Monthly,APAC,5.4,136.47,12.9,9,8,1,9,5,4,2021-05-14,0,2.388888888888889,0.18518518518518517,4.923405711483329,0,0,Promoter,0,0,1,0,0.0264,Low,xgboost
CUST-01026,SMB,Starter,Monthly,APAC,6.9,59.85,24.2,5,11,0,5,4,1,2022-03-01,0,3.507246376811594,0.0,4.108411819433536,0,0,Detractor,1,0,1,0,0.0264,Low,xgboost
CUST-01386,SMB,Starter,Monthly,Europe,26.6,53.09,6.7,4,7,0,4,2,5,2021-11-23,0,0.2518796992481203,0.0,3.9906493258833358,0,0,Detractor,1,0,0,1,0.0264,Low,xgboost
CUST-01803,SMB,Pro,Annual,Europe,5.6,91.49,25.0,0,18,1,5,3,1,2022-01-21,0,4.464285714285714,0.17857142857142858,4.527100530566169,0,0,Detractor,1,0,1,0,0.0263,Low,xgboost
CUST-00361,SMB,Starter,Annual,LATAM,8.1,53.98,5.3,2,15,2,9,5,1,2021-12-03,0,0.654320987654321,0.2469135802469136,4.0069694827371,0,0,Promoter,0,0,1,0,0.0263,Low,xgboost
CUST-01447,Mid-Market,Pro,Annual,Europe,2.7,412.3,8.0,31,4,0,3,5,5,2021-03-09,0,2.962962962962963,0.0,6.024173721517687,1,0,Detractor,1,1,0,0,0.0263,Low,xgboost
CUST-00939,SMB,Starter,Monthly,North America,37.5,20.0,11.0,3,14,2,10,5,5,2021-04-30,0,0.29333333333333333,0.05333333333333334,3.044522437723423,0,0,Promoter,0,0,0,1,0.0262,Low,xgboost
CUST-00920,SMB,Starter,Monthly,Europe,31.1,90.61,14.2,4,4,1,9,4,2,2021-09-27,0,0.45659163987138257,0.03215434083601286,4.517540436027117,0,0,Promoter,0,0,0,1,0.0262,Low,xgboost
CUST-00307,SMB,Starter,Monthly,North America,6.3,70.43,17.2,11,18,2,8,3,5,2022-02-13,0,2.7301587301587302,0.31746031746031744,4.268717949166882,0,0,Passive,0,0,1,0,0.0262,Low,xgboost
CUST-00358,Mid-Market,Pro,Annual,North America,15.8,132.0,15.2,42,3,2,10,4,5,2022-03-21,0,0.9620253164556961,0.12658227848101264,4.890349128221754,1,0,Promoter,0,0,0,1,0.0262,Low,xgboost
CUST-01493,SMB,Starter,Monthly,Europe,45.9,109.89,30.4,43,15,3,1,5,1,2021-07-15,0,0.6623093681917211,0.06535947712418301,4.708538718965125,1,0,Detractor,1,0,0,1,0.0261,Low,xgboost
CUST-00381,SMB,Starter,Monthly,LATAM,1.4,34.08,14.3,4,10,1,6,4,5,2021-12-06,0,10.214285714285715,0.7142857142857143,3.5576311675039825,0,0,Detractor,1,1,0,0,0.0261,Low,xgboost
CUST-00264,SMB,Pro,Monthly,APAC,16.5,147.36,10.5,2,7,3,10,4,2,2021-09-09,0,0.6363636363636364,0.18181818181818182,4.9996417526213905,0,0,Promoter,0,0,0,1,0.0261,Low,xgboost
CUST-00246,Enterprise,Enterprise,Multi-year,North America,10.4,1861.66,0.7,18,11,3,0,4,4,2021-11-14,0,0.0673076923076923,0.28846153846153844,7.52976085260427,0,0,Detractor,1,0,1,0,0.026,Low,xgboost
CUST-00984,SMB,Pro,Annual,North America,34.2,95.88,5.8,7,5,4,5,5,1,2021-12-06,0,0.1695906432748538,0.11695906432748537,4.573473099244837,0,0,Detractor,1,0,0,1,0.026,Low,xgboost
CUST-00628,Mid-Market,Pro,Annual,North America,23.8,253.3,10.5,5,18,1,2,3,3,2021-12-06,0,0.4411764705882353,0.04201680672268907,5.538514672428074,0,0,Detractor,1,0,0,1,0.0259,Low,xgboost
CUST-00061,SMB,Starter,Annual,APAC,8.1,68.77,42.6,21,17,2,4,2,4,2021-09-23,0,5.2592592592592595,0.2469135802469136,4.245204117951145,0,0,Detractor,1,0,1,0,0.0259,Low,xgboost
CUST-00878,Mid-Market,Pro,Annual,LATAM,10.2,283.29,21.4,56,11,0,9,4,5,2021-01-28,0,2.0980392156862746,0.0,5.649994843926477,1,0,Promoter,0,0,1,0,0.0258,Low,xgboost
CUST-01738,SMB,Starter,Annual,APAC,10.8,100.95,8.7,5,2,1,8,5,2,2021-11-24,0,0.8055555555555555,0.09259259259259259,4.624482497020464,0,0,Passive,0,0,1,0,0.0257,Low,xgboost
CUST-01704,SMB,Starter,Monthly,North America,26.8,82.67,6.3,7,5,2,10,3,4,2022-03-30,0,0.23507462686567163,0.07462686567164178,4.426880490307507,0,0,Promoter,0,0,0,1,0.0257,Low,xgboost
CUST-00464,Mid-Market,Starter,Annual,North America,21.5,392.43,3.3,33,17,3,8,5,5,2021-08-29,0,0.15348837209302324,0.13953488372093023,5.974903161308757,1,0,Passive,0,0,0,1,0.0256,Low,xgboost
CUST-00890,SMB,Starter,Annual,LATAM,4.7,64.45,29.2,1,12,1,8,2,3,2022-05-14,0,6.212765957446808,0.2127659574468085,4.181286492355909,0,0,Passive,0,0,1,0,0.0256,Low,xgboost
CUST-00166,Mid-Market,Pro,Monthly,Europe,32.3,389.17,11.0,2,10,0,10,5,1,2022-01-22,0,0.3405572755417957,0.0,5.966582541583901,0,0,Promoter,0,0,0,1,0.0255,Low,xgboost
CUST-01424,SMB,Starter,Annual,Europe,67.0,65.98,5.6,15,6,0,10,5,3,2021-03-07,0,0.0835820895522388,0.0,4.204394067366058,0,0,Promoter,0,0,0,1,0.0255,Low,xgboost
CUST-00936,SMB,Starter,Annual,LATAM,10.9,93.54,21.3,7,18,3,0,2,4,2021-09-07,0,1.9541284403669725,0.27522935779816515,4.5490230253650905,0,0,Detractor,1,0,1,0,0.0255,Low,xgboost
CUST-01624,Enterprise,Enterprise,Multi-year,Europe,72.0,3747.09,4.1,46,17,0,5,4,4,2021-01-24,0,0.056944444444444436,0.0,8.229001655876841,1,0,Detractor,1,0,0,1,0.0254,Low,xgboost
CUST-00290,Mid-Market,Enterprise,Monthly,North America,0.5,408.54,1.1,12,16,4,9,5,1,2021-02-15,0,1.1,4.0,6.015034578620414,0,0,Promoter,0,1,0,0,0.0254,Low,xgboost
CUST-01760,SMB,Starter,Monthly,North America,3.2,69.37,36.2,17,16,1,4,1,2,2021-05-27,0,11.3125,0.3125,4.253767035978457,0,0,Detractor,1,0,1,0,0.0254,Low,xgboost
CUST-00510,Mid-Market,Enterprise,Monthly,Europe,2.2,834.81,0.9,1,3,1,9,5,1,2022-02-04,0,0.40909090909090906,0.45454545454545453,6.728401314527069,0,0,Promoter,0,1,0,0,0.0253,Low,xgboost
CUST-00991,Mid-Market,Enterprise,Annual,LATAM,1.3,578.47,11.2,51,14,0,9,4,5,2021-11-26,0,8.615384615384615,0.0,6.36211389267358,1,0,Promoter,0,1,0,0,0.0253,Low,xgboost
CUST-01372,SMB,Starter,Monthly,Europe,7.1,167.6,9.6,23,4,1,7,5,2,2022-04-05,0,1.352112676056338,0.14084507042253522,5.127529045567755,0,0,Passive,0,0,1,0,0.0253,Low,xgboost
CUST-01423,SMB,Starter,Annual,North America,6.3,55.76,18.1,4,3,0,2,4,1,2021-06-11,0,2.8730158730158735,0.0,4.038831852291842,0,0,Detractor,1,0,1,0,0.0253,Low,xgboost
CUST-01452,Mid-Market,Pro,Annual,North America,3.1,402.85,9.0,2,7,0,8,3,2,2022-02-02,0,2.903225806451613,0.0,6.001043521888305,0,0,Passive,0,0,1,0,0.0253,Low,xgboost
CUST-00144,SMB,Pro,Monthly,Europe,60.1,69.86,7.6,7,6,1,10,5,3,2021-04-02,0,0.1264559068219634,0.016638935108153077,4.260706099437326,0,0,Promoter,0,0,0,1,0.0252,Low,xgboost
CUST-01105,Enterprise,Pro,Annual,APAC,1.4,2032.15,14.7,57,11,2,7,3,2,2021-09-21,0,10.5,1.4285714285714286,7.617341593493855,1,0,Passive,0,1,0,0,0.0252,Low,xgboost
CUST-01282,Mid-Market,Pro,Monthly,APAC,8.0,486.79,15.5,54,19,1,9,5,1,2022-04-05,0,1.9375,0.125,6.189884985366686,1,0,Promoter,0,0,1,0,0.0251,Low,xgboost
CUST-00889,SMB,Starter,Annual,LATAM,5.3,70.38,3.6,3,14,0,6,4,1,2022-03-04,0,0.679245283018868,0.0,4.268017718062014,0,0,Detractor,1,0,1,0,0.0251,Low,xgboost
CUST-00225,SMB,Starter,Annual,Europe,0.8,85.46,8.9,0,17,2,9,5,4,2021-09-23,0,8.9,2.0,4.4596818792394854,0,0,Promoter,0,1,0,0,0.025,Low,xgboost
CUST-01476,Mid-Market,Pro,Monthly,North America,0.5,332.75,3.2,6,3,0,0,5,2,2021-11-27,0,3.2,0.0,5.810392209714459,0,0,Detractor,1,1,0,0,0.025,Low,xgboost
CUST-01935,Mid-Market,Pro,Annual,North America,33.1,531.31,7.1,7,5,0,7,5,5,2022-05-04,0,0.21450151057401812,0.0,6.277226026400897,0,0,Passive,0,0,0,1,0.0248,Low,xgboost
CUST-00160,Mid-Market,Pro,Annual,North America,4.0,620.48,9.2,0,8,2,8,1,5,2022-02-28,0,2.3,0.5,6.4321037302238,0,0,Passive,0,0,1,0,0.0248,Low,xgboost
CUST-01286,SMB,Starter,Annual,Europe,12.5,111.08,11.3,19,11,2,6,4,5,2022-04-02,0,0.904,0.16,4.719212902028752,0,0,Detractor,1,0,0,1,0.0248,Low,xgboost
CUST-00134,SMB,Starter,Monthly,Europe,1.1,90.27,27.7,4,8,1,10,4,5,2021-06-12,0,25.18181818181818,0.9090909090909091,4.513822146528786,0,0,Promoter,0,1,0,0,0.0247,Low,xgboost
CUST-01852,Mid-Market,Enterprise,Annual,Europe,72.0,683.75,11.4,30,11,2,8,4,2,2021-06-30,0,0.15833333333333333,0.027777777777777776,6.529053808143187,1,0,Passive,0,0,0,1,0.0247,Low,xgboost
CUST-01056,SMB,Starter,Monthly,Europe,1.6,88.08,15.8,2,17,0,2,4,4,2021-10-01,0,9.875,0.0,4.489534842389167,0,0,Detractor,1,1,0,0,0.0246,Low,xgboost
CUST-00667,SMB,Starter,Annual,North America,17.8,60.7,0.1,11,17,0,9,4,2,2021-04-07,0,0.0056179775280898875,0.0,4.122283930911342,0,0,Promoter,0,0,0,1,0.0246,Low,xgboost
CUST-00609,SMB,Pro,Annual,Europe,4.0,97.87,4.4,1,16,1,7,2,1,2021-04-23,0,1.1,0.25,4.593805855909042,0,0,Passive,0,0,1,0,0.0246,Low,xgboost
CUST-00294,SMB,Starter,Monthly,North America,33.5,66.45,8.6,2,14,1,6,4,2,2021-05-15,0,0.25671641791044775,0.029850746268656716,4.211386582653765,0,0,Detractor,1,0,0,1,0.0244,Low,xgboost
CUST-00540,SMB,Starter,Monthly,North America,30.3,65.83,2.0,1,16,0,5,3,1,2022-05-03,0,0.066006600660066,0.0,4.2021520815229785,0,0,Detractor,1,0,0,1,0.0244,Low,xgboost
CUST-01219,Mid-Market,Pro,Annual,North America,17.1,925.52,28.1,3,8,3,4,3,2,2021-11-10,0,1.6432748538011694,0.17543859649122806,6.831435632108724,0,0,Detractor,1,0,0,1,0.0243,Low,xgboost
CUST-00693,SMB,Starter,Monthly,APAC,27.4,119.17,43.3,12,8,3,7,1,5,2022-04-09,0,1.5802919708029197,0.10948905109489052,4.788907406923208,0,0,Passive,0,0,0,1,0.0243,Low,xgboost
CUST-00360,Mid-Market,Starter,Annual,APAC,33.4,443.32,1.3,32,15,4,8,4,1,2021-06-30,0,0.038922155688622756,0.11976047904191617,6.096545023558489,1,0,Passive,0,0,0,1,0.0243,Low,xgboost
CUST-01340,SMB,Starter,Monthly,North America,0.5,29.64,6.9,3,12,0,5,3,4,2021-07-24,0,6.9,0.0,3.4223063448723905,0,0,Detractor,1,1,0,0,0.0242,Low,xgboost
CUST-01713,Mid-Market,Pro,Annual,North America,36.0,302.14,23.2,6,4,3,4,3,2,2021-05-29,0,0.6444444444444444,0.08333333333333333,5.71419474500351,0,0,Detractor,1,0,0,1,0.0241,Low,xgboost
CUST-01232,SMB,Starter,Monthly,Europe,17.0,154.06,4.5,2,19,1,6,4,5,2021-01-05,0,0.2647058823529412,0.058823529411764705,5.043812138790813,0,0,Detractor,1,0,0,1,0.0241,Low,xgboost
CUST-01833,Mid-Market,Enterprise,Annual,Europe,0.5,504.02,1.0,8,7,1,3,4,5,2022-04-17,0,1.0,1.0,6.2245980324515395,0,0,Detractor,1,1,0,0,0.0241,Low,xgboost
CUST-00228,SMB,Pro,Monthly,North America,42.0,84.95,4.0,17,5,3,7,5,2,2021-09-24,0,0.09523809523809523,0.07142857142857142,4.453765731828859,0,0,Passive,0,0,0,1,0.0241,Low,xgboost
CUST-00649,Mid-Market,Enterprise,Annual,APAC,2.7,518.2,3.5,4,11,0,3,4,2,2021-02-09,0,1.2962962962962963,0.0,6.252289165389881,0,0,Detractor,1,1,0,0,0.024,Low,xgboost
CUST-01975,SMB,Starter,Annual,Europe,13.9,64.1,5.2,0,15,1,10,5,4,2021-09-17,0,0.37410071942446044,0.07194244604316546,4.175924549214524,0,0,Promoter,0,0,0,1,0.024,Low,xgboost
CUST-00323,Mid-Market,Pro,Annual,Europe,57.4,615.65,3.0,0,4,1,10,4,2,2021-08-06,0,0.05226480836236934,0.017421602787456445,6.424301602011997,0,0,Promoter,0,0,0,1,0.0239,Low,xgboost
CUST-00982,Mid-Market,Pro,Annual,North America,7.9,637.26,4.7,4,6,3,8,5,3,2022-04-06,0,0.5949367088607594,0.37974683544303794,6.458745723840608,0,0,Passive,0,0,1,0,0.0239,Low,xgboost
CUST-00558,SMB,Starter,Monthly,Europe,13.7,64.9,12.5,3,9,1,10,3,2,2022-04-11,0,0.9124087591240876,0.07299270072992702,4.188138441508461,0,0,Promoter,0,0,0,1,0.0238,Low,xgboost
CUST-00222,Mid-Market,Pro,Annual,LATAM,8.0,342.65,5.5,0,13,1,6,5,2,2021-08-03,0,0.6875,0.125,5.839623697567614,0,0,Detractor,1,0,1,0,0.0238,Low,xgboost
CUST-01505,SMB,Starter,Monthly,Europe,16.9,58.59,26.7,28,15,0,0,2,5,2022-04-25,0,1.5798816568047338,0.0,4.087487774758888,0,0,Detractor,1,0,0,1,0.0237,Low,xgboost
CUST-00574,Mid-Market,Pro,Annual,APAC,24.6,500.03,3.8,14,3,2,6,4,4,2021-09-30,0,0.15447154471544713,0.08130081300813008,6.216665979531636,0,0,Detractor,1,0,0,1,0.0237,Low,xgboost
CUST-00633,SMB,Starter,Monthly,North America,12.1,74.84,2.3,10,1,1,9,1,1,2022-05-11,0,0.19008264462809915,0.08264462809917356,4.328625857946767,0,0,Promoter,0,0,0,1,0.0237,Low,xgboost
CUST-00297,Mid-Market,Starter,Annual,APAC,4.9,611.7,0.9,17,5,3,9,5,3,2021-06-16,0,0.18367346938775508,0.6122448979591836,6.417875419731609,0,0,Promoter,0,0,1,0,0.0236,Low,xgboost
CUST-00353,Mid-Market,Pro,Monthly,North America,0.5,459.26,0.6,16,11,0,8,5,3,2021-11-09,0,0.6,0.0,6.13179154719926,0,0,Passive,0,1,0,0,0.0236,Low,xgboost
CUST-01802,Mid-Market,Starter,Annual,North America,51.7,338.54,3.4,4,17,0,10,2,3,2021-12-18,0,0.06576402321083172,0.0,5.827591760382488,0,0,Promoter,0,0,0,1,0.0235,Low,xgboost
CUST-00957,SMB,Starter,Annual,APAC,3.2,68.19,2.3,4,19,0,1,3,2,2022-01-03,0,0.7187499999999999,0.0,4.23685634351072,0,0,Detractor,1,0,1,0,0.0235,Low,xgboost
CUST-00343,SMB,Starter,Monthly,North America,25.1,59.92,9.8,8,19,1,2,4,2,2021-12-22,0,0.3904382470119522,0.0398406374501992,4.109561528026961,0,0,Detractor,1,0,0,1,0.0235,Low,xgboost
CUST-00046,Mid-Market,Pro,Annual,North America,18.4,357.86,25.9,42,17,1,7,4,4,2022-05-02,0,1.4076086956521738,0.05434782608695653,5.882932340284521,1,0,Passive,0,0,0,1,0.0234,Low,xgboost
CUST-01596,Mid-Market,Pro,Annual,North America,22.2,673.04,8.1,11,7,4,7,1,5,2021-06-08,0,0.36486486486486486,0.1801801801801802,6.513289456332342,0,0,Passive,0,0,0,1,0.0233,Low,xgboost
CUST-00880,SMB,Starter,Monthly,North America,5.3,43.61,0.4,6,19,0,10,5,3,2021-06-10,0,0.07547169811320756,0.0,3.797958049140173,0,0,Promoter,0,0,1,0,0.0233,Low,xgboost
CUST-01930,SMB,Starter,Monthly,North America,34.6,115.04,11.6,2,12,1,8,5,2,2022-03-26,0,0.3352601156069364,0.028901734104046242,4.753934959253203,0,0,Passive,0,0,0,1,0.0232,Low,xgboost
CUST-01517,Mid-Market,Enterprise,Annual,North America,24.2,286.23,6.6,5,13,2,9,5,4,2021-12-07,0,0.2727272727272727,0.08264462809917356,5.660283288543347,0,0,Promoter,0,0,0,1,0.0231,Low,xgboost
CUST-01321,SMB,Starter,Annual,APAC,8.8,58.47,0.9,14,15,2,8,5,2,2021-01-04,0,0.10227272727272727,0.22727272727272727,4.085471983718502,0,0,Passive,0,0,1,0,0.023,Low,xgboost
CUST-01938,Mid-Market,Pro,Annual,North America,11.3,486.09,21.6,4,10,2,0,2,5,2021-08-30,0,1.9115044247787611,0.17699115044247787,6.188448910936394,0,0,Detractor,1,0,1,0,0.023,Low,xgboost
CUST-01675,Mid-Market,Enterprise,Monthly,LATAM,15.2,359.11,33.6,13,10,3,7,4,5,2021-04-16,0,2.210526315789474,0.19736842105263158,5.88640954033312,0,0,Passive,0,0,0,1,0.0229,Low,xgboost
CUST-00549,SMB,Starter,Monthly,Europe,12.2,113.56,21.4,0,15,1,4,4,5,2022-05-15,0,1.7540983606557377,0.0819672131147541,4.7410987032123355,0,0,Detractor,1,0,0,1,0.0229,Low,xgboost
CUST-00050,SMB,Pro,Monthly,North America,26.0,34.63,0.4,11,3,1,0,5,3,2021-03-19,0,0.015384615384615385,0.038461538461538464,3.5731879796177446,0,0,Detractor,1,0,0,1,0.0229,Low,xgboost
CUST-00958,SMB,Starter,Annual,APAC,4.1,36.54,30.1,37,1,2,7,4,5,2021-11-13,0,7.3414634146341475,0.48780487804878053,3.6254070311583626,1,0,Passive,0,0,1,0,0.0228,Low,xgboost
CUST-00919,Mid-Market,Pro,Annual,Europe,56.9,250.98,16.1,63,8,1,3,2,5,2021-07-20,0,0.28295254833040423,0.01757469244288225,5.529349719282483,1,1,Detractor,1,0,0,1,0.0227,Low,xgboost
CUST-01290,SMB,Pro,Monthly,LATAM,14.3,46.36,55.9,5,6,2,9,4,2,2021-04-12,0,3.9090909090909087,0.13986013986013984,3.8577779905757503,0,0,Promoter,0,0,0,1,0.0227,Low,xgboost
CUST-00088,Mid-Market,Pro,Annual,North America,36.9,389.97,4.5,17,11,1,6,3,2,2021-02-19,0,0.12195121951219513,0.02710027100271003,5.9686308306990385,0,0,Detractor,1,0,0,1,0.0227,Low,xgboost
CUST-00028,SMB,Starter,Monthly,North America,24.6,84.77,14.0,23,5,0,8,1,4,2022-02-25,0,0.5691056910569106,0.0,4.45166929500233,0,0,Passive,0,0,0,1,0.0226,Low,xgboost
CUST-00985,Mid-Market,Pro,Monthly,APAC,6.3,1472.85,16.5,66,7,1,9,2,4,2021-05-08,0,2.619047619047619,0.15873015873015872,7.29563330366325,1,1,Promoter,0,0,1,0,0.0226,Low,xgboost
CUST-00698,Mid-Market,Pro,Annual,North America,11.8,205.18,10.7,24,6,3,7,5,2,2021-05-07,0,0.9067796610169491,0.2542372881355932,5.328749573668238,0,0,Passive,0,0,1,0,0.0226,Low,xgboost
CUST-01696,SMB,Starter,Monthly,Europe,16.5,61.72,9.5,1,5,1,10,4,2,2021-12-25,0,0.5757575757575758,0.06060606060606061,4.138680376042152,0,0,Promoter,0,0,0,1,0.0226,Low,xgboost
CUST-00029,Mid-Market,Pro,Annual,North America,5.3,329.29,6.0,13,6,1,7,2,1,2021-12-24,0,1.1320754716981132,0.18867924528301888,5.799971056431317,0,0,Passive,0,0,1,0,0.0226,Low,xgboost
CUST-00559,Mid-Market,Enterprise,Monthly,Europe,30.4,491.58,14.5,53,2,3,8,2,1,2022-01-30,0,0.4769736842105263,0.09868421052631579,6.199656883968979,1,0,Passive,0,0,0,1,0.0225,Low,xgboost
CUST-01978,SMB,Pro,Monthly,APAC,3.6,96.01,8.4,5,6,0,10,4,1,2022-03-13,0,2.3333333333333335,0.0,4.574814065973192,0,0,Promoter,0,0,1,0,0.0224,Low,xgboost
CUST-00662,Enterprise,Enterprise,Annual,APAC,2.8,3326.18,0.1,19,8,4,7,4,4,2021-08-03,0,0.03571428571428572,1.4285714285714286,8.109880377350285,0,0,Passive,0,1,0,0,0.0224,Low,xgboost
CUST-00712,Mid-Market,Pro,Monthly,North America,7.2,407.18,6.0,9,1,1,7,4,4,2021-09-17,0,0.8333333333333333,0.1388888888888889,6.011708253585025,0,0,Passive,0,0,1,0,0.0224,Low,xgboost
CUST-00944,Mid-Market,Pro,Monthly,North America,11.7,410.08,23.9,35,6,0,6,4,3,2021-01-07,0,2.0427350427350426,0.0,6.018787842756872,1,0,Detractor,1,0,1,0,0.0223,Low,xgboost
CUST-01606,SMB,Starter,Monthly,North America,8.9,70.72,7.8,15,16,2,9,5,3,2022-01-17,0,0.8764044943820224,0.2247191011235955,4.272769648736932,0,0,Promoter,0,0,1,0,0.0223,Low,xgboost
CUST-00187,Mid-Market,Starter,Annual,Europe,6.7,565.88,7.6,32,19,1,0,4,2,2021-11-24,0,1.1343283582089552,0.14925373134328357,6.340147641117162,1,0,Detractor,1,0,1,0,0.0223,Low,xgboost
CUST-01812,Mid-Market,Enterprise,Annual,North America,3.2,783.26,3.3,42,12,1,9,4,4,2021-08-28,1,1.0312499999999998,0.3125,6.664740598025515,1,0,Promoter,0,0,1,0,0.0221,Low,xgboost
CUST-00787,Mid-Market,Enterprise,Monthly,Europe,8.1,438.16,5.1,4,5,2,10,2,4,2021-07-17,0,0.6296296296296297,0.2469135802469136,6.084863811366532,0,0,Promoter,0,0,1,0,0.0221,Low,xgboost
CUST-01119,SMB,Starter,Annual,North America,14.1,109.08,2.7,18,15,1,10,4,4,2021-11-23,0,0.1914893617021277,0.07092198581560284,4.701207374185033,0,0,Promoter,0,0,0,1,0.0221,Low,xgboost
CUST-01842,SMB,Starter,Monthly,LATAM,0.5,88.42,12.4,12,19,1,10,4,1,2021-02-25,0,12.4,1.0,4.4933443708058345,0,0,Promoter,0,1,0,0,0.022,Low,xgboost
CUST-00565,SMB,Starter,Monthly,Europe,42.0,69.56,18.3,5,14,1,7,1,2,2022-02-23,0,0.4357142857142857,0.023809523809523808,4.256463411698536,0,0,Passive,0,0,0,1,0.022,Low,xgboost
CUST-00378,SMB,Pro,Annual,Europe,11.8,170.23,11.9,6,8,1,7,5,3,2021-01-09,0,1.0084745762711864,0.0847457627118644,5.14300768200088,0,0,Passive,0,0,1,0,0.022,Low,xgboost
CUST-00805,SMB,Starter,Annual,North America,38.6,73.42,2.2,28,2,1,9,4,3,2021-06-07,0,0.05699481865284974,0.025906735751295335,4.309724722918476,0,0,Promoter,0,0,0,1,0.0219,Low,xgboost
CUST-01214,Mid-Market,Pro,Monthly,North America,1.5,1033.25,6.5,11,4,4,8,5,4,2022-02-25,0,4.333333333333333,2.6666666666666665,6.941431805341521,0,0,Passive,0,1,0,0,0.0219,Low,xgboost
CUST-01379,SMB,Starter,Monthly,APAC,60.7,188.5,10.5,11,4,1,0,4,3,2022-04-15,0,0.1729818780889621,0.016474464579901153,5.244389024522481,0,0,Detractor,1,0,0,1,0.0219,Low,xgboost
CUST-01262,Mid-Market,Enterprise,Monthly,APAC,8.9,447.26,6.3,17,5,1,8,5,1,2021-02-22,0,0.7078651685393258,0.11235955056179775,6.105373421215765,0,0,Passive,0,0,1,0,0.0218,Low,xgboost
CUST-00910,SMB,Starter,Annual,North America,0.7,81.07,33.1,5,6,0,4,5,4,2021-12-31,0,33.1,0.0,4.4075725416416205,0,0,Detractor,1,1,0,0,0.0218,Low,xgboost
CUST-01081,Mid-Market,Starter,Annual,Europe,11.0,626.22,8.1,4,8,1,7,3,5,2022-03-22,0,0.7363636363636363,0.09090909090909091,6.441297356282896,0,0,Passive,0,0,1,0,0.0217,Low,xgboost
CUST-01836,Mid-Market,Pro,Monthly,Europe,4.8,343.71,1.0,5,17,0,6,4,2,2021-03-05,0,0.20833333333333334,0.0,5.842703483835988,0,0,Detractor,1,0,1,0,0.0217,Low,xgboost
CUST-00012,Enterprise,Pro,Annual,LATAM,7.3,2673.73,5.6,8,7,3,0,5,2,2022-03-04,0,0.7671232876712328,0.4109589041095891,7.89160371965643,0,0,Detractor,1,0,1,0,0.0216,Low,xgboost
CUST-00742,SMB,Starter,Monthly,Europe,42.4,73.84,2.2,16,9,1,10,1,4,2022-04-09,0,0.0518867924528302,0.02358490566037736,4.315352501405889,0,0,Promoter,0,0,0,1,0.0214,Low,xgboost
CUST-01008,Mid-Market,Enterprise,Annual,Europe,8.6,442.58,9.9,9,6,2,9,4,5,2021-11-18,0,1.1511627906976745,0.23255813953488372,6.094878168797064,0,0,Promoter,0,0,1,0,0.0213,Low,xgboost
CUST-00746,Enterprise,Enterprise,Multi-year,North America,13.4,2588.99,4.5,8,11,2,5,5,2,2021-04-16,0,0.33582089552238803,0.14925373134328357,7.859409293682269,0,0,Detractor,1,0,0,1,0.0213,Low,xgboost
CUST-01261,SMB,Starter,Annual,Europe,25.7,94.93,14.2,6,8,0,0,5,3,2021-04-06,0,0.5525291828793775,0.0,4.563618758829857,0,0,Detractor,1,0,0,1,0.0213,Low,xgboost
CUST-01664,SMB,Starter,Annual,North America,72.0,77.64,2.3,16,16,0,6,4,1,2022-01-13,0,0.03194444444444444,0.0,4.364880475838911,0,0,Detractor,1,0,0,1,0.0212,Low,xgboost
CUST-01384,SMB,Starter,Monthly,APAC,12.5,113.0,50.8,9,5,0,7,4,5,2021-05-06,0,4.064,0.0,4.736198448394496,0,0,Passive,0,0,0,1,0.0212,Low,xgboost
CUST-00333,SMB,Starter,Annual,North America,24.7,40.82,6.8,23,10,0,6,5,1,2021-10-02,0,0.27530364372469635,0.0,3.7333746940004877,0,0,Detractor,1,0,0,1,0.0212,Low,xgboost
CUST-00499,Enterprise,Enterprise,Annual,North America,6.3,2390.33,3.3,10,10,3,4,2,3,2022-02-23,0,0.5238095238095238,0.4761904761904762,7.779604975500649,0,0,Detractor,1,0,1,0,0.0211,Low,xgboost
CUST-00199,Enterprise,Enterprise,Multi-year,Europe,18.0,1801.32,22.2,29,5,3,0,5,5,2021-10-04,0,1.2333333333333334,0.16666666666666666,7.4968300028688875,0,0,Detractor,1,0,0,1,0.021,Low,xgboost
CUST-00502,SMB,Starter,Monthly,LATAM,22.5,201.07,12.8,13,18,2,7,5,3,2022-04-01,0,0.5688888888888889,0.08888888888888889,5.308614172025405,0,0,Passive,0,0,0,1,0.021,Low,xgboost
CUST-00037,SMB,Pro,Monthly,North America,8.7,60.5,28.3,22,9,1,9,4,1,2022-03-22,0,3.252873563218391,0.1149425287356322,4.119037174812473,0,0,Promoter,0,0,1,0,0.0209,Low,xgboost
CUST-01936,Mid-Market,Pro,Monthly,North America,27.8,380.0,5.4,16,2,3,6,3,2,2022-05-14,0,0.19424460431654678,0.1079136690647482,5.942799375126701,0,0,Detractor,1,0,0,1,0.0208,Low,xgboost
CUST-01540,SMB,Starter,Monthly,Europe,8.1,69.39,44.0,4,16,3,6,4,1,2022-05-03,0,5.432098765432099,0.3703703703703704,4.25405120762004,0,0,Detractor,1,0,1,0,0.0206,Low,xgboost
