CustomerID,Segment,Plan,ContractType,Region,tenure_months,MRR,LoginsPerMonth,DaysSinceLastLogin,FeaturesUsed,SupportTickets,NPSScore,CSATScore,NumProducts,StartDate,Churn
CUST-00478,Mid-Market,Pro,Monthly,LATAM,7.2,577.91,7.5,18,16,3,3,3,4,2022-01-25,0
CUST-00479,Enterprise,Pro,Multi-year,North America,9.9,2043.95,10.3,2,17,0,8,5,5,2021-12-17,0
CUST-00480,SMB,Starter,Monthly,North America,14.1,108.55,9.6,7,16,0,8,4,3,2021-03-18,0
CUST-00481,Mid-Market,Starter,Monthly,North America,8.4,272.39,38.7,35,14,1,10,4,5,2021-01-14,0
CUST-00482,Mid-Market,Pro,Annual,Europe,28.1,968.14,9.6,13,16,3,9,5,3,2022-03-21,0
CUST-00483,SMB,Starter,Monthly,North America,0.7,98.7,22.5,4,15,1,9,4,1,2021-01-20,0
CUST-00484,Mid-Market,Pro,Monthly,North America,10.2,861.35,4.6,2,12,2,3,3,5,2021-05-01,1
CUST-00485,Mid-Market,Pro,Monthly,North America,8.7,709.32,6.9,11,5,1,8,5,2,2021-11-08,0
CUST-00486,Enterprise,Enterprise,Multi-year,North America,18.8,1990.73,7.6,12,11,0,8,4,3,2021-07-14,0
CUST-00487,SMB,Pro,Monthly,North America,61.0,47.86,3.9,6,5,2,9,4,2,2021-11-12,0
CUST-00488,SMB,Starter,Monthly,APAC,12.9,63.85,5.7,15,11,3,5,5,3,2021-08-30,1
CUST-00489,Enterprise,Enterprise,Annual,North America,72.0,3777.16,11.0,1,2,1,8,4,2,2022-03-31,0
CUST-00490,Enterprise,Enterprise,Annual,North America,6.5,3481.01,10.4,2,19,0,8,4,1,2021-02-18,0
CUST-00491,SMB,Starter,Annual,APAC,0.6,62.44,12.1,12,17,2,6,3,1,2021-12-26,0
CUST-00492,Mid-Market,Pro,Monthly,Europe,3.3,161.95,5.2,1,19,2,8,4,4,2021-04-18,0
CUST-00493,SMB,Starter,Monthly,North America,9.0,73.48,4.6,32,12,1,2,4,4,2021-09-25,0
CUST-00494,SMB,Starter,Monthly,North America,6.8,71.3,11.3,2,5,4,8,4,4,2021-11-23,0
CUST-00495,SMB,Pro,Monthly,Europe,1.8,72.39,1.7,17,12,1,8,5,5,2021-02-07,0
CUST-00496,SMB,Starter,Annual,North America,10.2,98.83,3.5,7,16,0,4,4,3,2022-04-01,1
CUST-00497,Mid-Market,Pro,Annual,APAC,7.4,709.88,0.5,8,1,2,9,5,5,2021-12-25,0
CUST-00498,SMB,Starter,Monthly,North America,2.4,118.88,0.9,22,2,3,10,1,4,2021-06-29,0
CUST-00499,Enterprise,Enterprise,Annual,North America,6.3,2390.33,3.3,10,10,3,4,2,3,2022-02-23,0
CUST-00500,Enterprise,Enterprise,Annual,Europe,39.2,973.2,0.2,19,2,2,1,3,5,2021-05-12,1
CUST-00501,Mid-Market,Pro,Monthly,Europe,6.5,436.21,3.4,11,10,1,8,5,1,2022-01-10,0
CUST-00502,SMB,Starter,Monthly,LATAM,22.5,201.07,12.8,13,18,2,7,5,3,2022-04-01,0
CUST-00503,SMB,Starter,Monthly,North America,17.0,92.92,0.8,21,1,1,7,5,4,2022-01-21,0
CUST-00504,Mid-Market,Starter,Monthly,Europe,10.0,579.25,6.9,14,5,2,9,3,1,2021-10-17,0
CUST-00505,Mid-Market,Pro,Annual,North America,4.9,577.32,29.3,14,12,1,10,4,3,2021-04-21,0
CUST-00506,SMB,Pro,Annual,Europe,8.3,94.46,18.8,23,17,5,7,4,5,2021-02-23,0
CUST-00507,Enterprise,Enterprise,Annual,APAC,16.1,770.98,4.4,45,19,2,0,4,4,2022-02-26,0
CUST-00508,Mid-Market,Starter,Annual,North America,7.8,454.32,31.1,7,18,2,8,5,5,2021-02-21,0
CUST-00509,Enterprise,Enterprise,Multi-year,LATAM,4.4,1969.91,4.8,13,13,2,8,4,1,2021-12-10,0
CUST-00510,Mid-Market,Enterprise,Monthly,Europe,2.2,834.81,0.9,1,3,1,9,5,1,2022-02-04,0
CUST-00511,Mid-Market,Starter,Monthly,LATAM,38.1,509.63,60.0,7,10,1,4,5,1,2021-03-13,0
CUST-00512,SMB,Pro,Annual,APAC,10.4,41.41,24.5,8,14,3,8,4,3,2022-04-26,0
CUST-00513,Enterprise,Enterprise,Multi-year,North America,17.7,2375.44,7.5,27,8,0,7,5,4,2022-03-05,0
CUST-00514,Enterprise,Enterprise,Multi-year,North America,12.1,1450.08,13.2,11,10,2,8,4,1,2021-09-14,0
CUST-00515,SMB,Starter,Annual,North America,37.1,49.17,13.3,20,2,1,1,5,5,2021-06-22,0
CUST-00516,SMB,Starter,Monthly,North America,14.3,57.3,2.6,0,13,2,10,5,4,2021-10-01,0
CUST-00517,SMB,Pro,Monthly,Europe,11.8,99.39,2.7,9,5,1,7,4,5,2021-11-19,0
CUST-00518,Mid-Market,Enterprise,Annual,Europe,46.5,827.25,7.6,35,11,0,10,4,5,2021-12-01,0
CUST-00519,Enterprise,Enterprise,Annual,LATAM,22.9,2426.18,29.1,4,1,0,6,5,1,2021-01-27,0
CUST-00520,SMB,Starter,Monthly,North America,2.1,103.01,0.1,0,10,2,8,2,4,2021-01-19,0
CUST-00521,Mid-Market,Enterprise,Annual,APAC,3.5,604.15,18.3,9,13,2,10,5,2,2022-04-28,0
CUST-00522,SMB,Starter,Annual,LATAM,27.8,83.31,0.7,18,4,0,10,3,3,2022-04-24,0
CUST-00523,Enterprise,Pro,Annual,APAC,32.5,2643.01,7.8,9,10,0,10,3,2,2021-11-02,0
CUST-00524,Mid-Market,Pro,Annual,North America,14.2,190.01,12.2,9,12,1,0,5,3,2022-04-13,0
CUST-00525,Mid-Market,Enterprise,Annual,Europe,14.6,522.72,13.9,17,14,3,7,3,4,2021-07-04,0
CUST-00526,SMB,Pro,Monthly,North America,18.0,52.67,0.7,4,3,2,1,3,1,2022-05-10,1
CUST-00527,SMB,Starter,Monthly,North America,10.4,127.38,6.5,21,2,1,5,5,4,2021-07-21,0
CUST-00528,SMB,Pro,Monthly,North America,20.5,75.43,10.5,2,19,3,3,3,2,2021-11-15,0
CUST-00529,SMB,Starter,Monthly,APAC,2.1,81.0,0.8,8,11,0,8,2,5,2022-05-12,0
CUST-00530,Enterprise,Enterprise,Multi-year,Europe,58.5,1095.4,1.7,16,7,1,9,3,3,2021-12-13,0
CUST-00531,Mid-Market,Pro,Annual,Europe,25.0,750.95,13.1,26,18,2,7,5,3,2021-12-07,0
CUST-00532,Enterprise,Enterprise,Annual,LATAM,18.0,2570.44,8.8,24,14,2,9,4,2,2021-04-13,0
CUST-00533,Enterprise,Pro,Multi-year,North America,6.8,2499.09,2.1,19,7,1,0,5,1,2021-12-31,0
CUST-00534,Mid-Market,Pro,Monthly,Europe,3.2,361.19,9.2,7,7,2,9,4,4,2021-01-03,0
CUST-00535,Mid-Market,Pro,Annual,APAC,9.5,366.92,29.3,2,9,1,3,3,2,2021-04-20,0
CUST-00536,Enterprise,Enterprise,Annual,North America,19.5,2187.12,0.2,4,12,1,7,3,4,2021-03-16,0
CUST-00537,Mid-Market,Pro,Monthly,Europe,18.1,378.72,12.3,30,6,2,7,5,1,2021-07-16,0
CUST-00538,SMB,Pro,Annual,North America,8.7,95.2,0.9,29,7,0,10,4,5,2021-01-07,0
CUST-00539,SMB,Starter,Monthly,APAC,17.1,33.71,0.1,45,4,0,10,2,4,2021-05-24,0
CUST-00540,SMB,Starter,Monthly,North America,30.3,65.83,2.0,1,16,0,5,3,1,2022-05-03,0
CUST-00541,Enterprise,Enterprise,Multi-year,North America,0.5,4103.53,6.6,12,7,0,1,4,2,2022-01-12,0
CUST-00542,Mid-Market,Pro,Annual,Europe,10.8,596.1,19.5,16,8,1,8,4,5,2021-02-10,1
CUST-00543,SMB,Pro,Annual,North America,25.6,85.52,4.0,19,8,1,7,3,5,2022-04-25,0
CUST-00544,Mid-Market,Pro,Annual,North America,14.2,1106.21,11.8,15,3,1,8,3,5,2021-08-14,0
CUST-00545,Mid-Market,Pro,Annual,North America,19.0,196.41,6.4,22,9,1,0,5,3,2021-12-19,1
CUST-00546,SMB,Starter,Monthly,North America,13.1,57.74,3.2,7,19,2,9,4,1,2021-10-07,0
CUST-00547,SMB,Starter,Monthly,Europe,72.0,68.14,8.7,3,13,1,4,1,4,2022-01-10,0
CUST-00548,Mid-Market,Pro,Annual,Europe,1.0,704.82,19.2,3,7,2,6,2,2,2021-12-16,0
CUST-00549,SMB,Starter,Monthly,Europe,12.2,113.56,21.4,0,15,1,4,4,5,2022-05-15,0
CUST-00550,Mid-Market,Pro,Monthly,Europe,1.7,353.61,22.5,6,19,5,10,2,5,2021-04-26,0
CUST-00551,SMB,Starter,Monthly,North America,3.1,119.25,5.0,1,2,2,3,3,5,2021-08-04,0
CUST-00552,Enterprise,Pro,Annual,North America,8.7,1702.03,18.9,6,12,0,9,5,1,2022-04-20,0
CUST-00553,Mid-Market,Starter,Annual,APAC,3.0,811.81,2.9,15,8,3,5,4,2,2021-07-30,0
CUST-00554,Mid-Market,Enterprise,Annual,APAC,59.7,330.81,16.1,34,8,2,7,4,1,2021-12-26,0
CUST-00555,Enterprise,Pro,Annual,North America,52.8,1903.74,35.6,27,13,1,10,4,2,2021-05-18,0
CUST-00556,SMB,Pro,Monthly,North America,7.4,65.76,0.2,4,1,1,2,5,4,2021-02-19,0
CUST-00557,SMB,Starter,Annual,Europe,18.4,122.05,7.0,2,10,1,10,3,3,2021-04-15,0
CUST-00558,SMB,Starter,Monthly,Europe,13.7,64.9,12.5,3,9,1,10,3,2,2022-04-11,0
CUST-00559,Mid-Market,Enterprise,Monthly,Europe,30.4,491.58,14.5,53,2,3,8,2,1,2022-01-30,0
CUST-00560,Mid-Market,Enterprise,Annual,North America,17.8,612.37,2.3,12,19,3,0,5,1,2021-08-04,0
CUST-00561,Mid-Market,Pro,Monthly,Europe,0.5,621.86,43.0,3,14,0,9,4,1,2022-04-23,0
CUST-00562,SMB,Starter,Monthly,North America,25.9,114.07,11.5,28,10,3,10,2,3,2022-04-18,0
CUST-00563,SMB,Starter,Annual,Europe,24.7,87.05,2.2,8,10,2,10,3,2,2022-05-11,0
CUST-00564,SMB,Starter,Annual,APAC,12.8,67.68,0.2,34,8,0,9,5,2,2021-11-14,1
CUST-00565,SMB,Starter,Monthly,Europe,42.0,69.56,18.3,5,14,1,7,1,2,2022-02-23,0
CUST-00566,Mid-Market,Enterprise,Annual,North America,43.0,505.16,1.0,7,13,0,8,5,2,2021-02-06,0
CUST-00567,SMB,Starter,Annual,LATAM,13.4,88.4,1.8,11,6,1,7,5,5,2021-02-10,0
CUST-00568,SMB,Starter,Monthly,APAC,16.9,75.43,10.3,33,13,0,6,2,5,2021-01-13,0
CUST-00569,Enterprise,Enterprise,Annual,APAC,72.0,2015.42,11.1,30,3,1,8,3,1,2022-02-03,0
CUST-00570,SMB,Starter,Monthly,North America,6.4,43.6,13.9,13,13,1,9,1,5,2021-04-08,0
CUST-00571,SMB,Starter,Annual,North America,7.1,104.48,6.0,4,19,0,8,2,2,2021-09-14,0
CUST-00572,Mid-Market,Pro,Annual,LATAM,3.6,537.57,17.8,8,16,4,9,4,2,2021-12-14,0
CUST-00573,SMB,Starter,Monthly,Europe,40.7,119.44,44.0,56,4,2,3,1,5,2021-03-25,0
CUST-00574,Mid-Market,Pro,Annual,APAC,24.6,500.03,3.8,14,3,2,6,4,4,2021-09-30,0
CUST-00575,Enterprise,Pro,Multi-year,North America,2.0,997.79,14.6,23,15,1,6,4,1,2021-03-20,0
CUST-00576,Enterprise,Enterprise,Annual,North America,72.0,1732.85,31.7,9,15,5,4,5,3,2021-11-03,0
CUST-00577,SMB,Pro,Monthly,LATAM,23.6,73.85,13.9,11,18,2,7,4,1,2021-01-02,0
CUST-00578,Enterprise,Enterprise,Annual,Europe,34.2,2692.06,13.7,8,7,0,10,3,1,2021-06-09,0
CUST-00579,SMB,Starter,Monthly,North America,0.9,34.95,3.0,18,5,2,8,4,1,2021-11-26,0
CUST-00580,SMB,Starter,Monthly,North America,12.7,81.33,9.2,29,8,1,5,5,5,2021-12-24,0
CUST-00581,SMB,Pro,Annual,Europe,21.6,98.25,9.9,11,10,1,6,2,1,2021-07-11,0
CUST-00582,Enterprise,Enterprise,Multi-year,North America,14.1,1535.03,14.5,10,1,1,8,3,2,2021-11-21,0
CUST-00583,SMB,Pro,Annual,Europe,19.8,82.42,60.0,6,11,3,6,5,1,2021-11-03,0
CUST-00584,SMB,Starter,Annual,North America,30.7,62.25,0.4,3,3,2,8,1,2,2022-03-12,0
CUST-00585,Mid-Market,Pro,Annual,APAC,8.4,373.45,0.8,42,3,1,5,3,5,2021-02-05,0
CUST-00586,SMB,Starter,Monthly,North America,34.0,67.94,1.0,6,15,1,6,5,5,2021-09-11,0
CUST-00587,SMB,Starter,Monthly,LATAM,3.2,60.2,16.3,24,17,3,9,2,1,2021-12-28,0
CUST-00588,SMB,Starter,Annual,North America,5.7,105.16,1.8,19,18,0,8,1,2,2021-03-20,1
CUST-00589,SMB,Starter,Annual,Europe,0.8,59.62,11.7,23,8,1,2,2,2,2021-09-02,0
CUST-00590,SMB,Pro,Annual,North America,8.2,55.75,4.7,41,13,1,10,5,2,2022-05-03,0
CUST-00591,SMB,Starter,Annual,Europe,8.6,162.26,7.3,15,10,4,0,5,2,2022-04-03,0
CUST-00592,Mid-Market,Pro,Annual,LATAM,29.5,734.29,2.9,34,3,0,2,4,3,2021-06-16,0
CUST-00593,SMB,Starter,Monthly,APAC,19.1,37.99,24.1,3,14,0,9,2,5,2022-01-10,0
CUST-00594,SMB,Pro,Monthly,Europe,10.3,58.92,10.6,15,13,1,9,3,2,2022-03-01,1
CUST-00595,Enterprise,Pro,Multi-year,Europe,19.0,2203.69,34.7,22,3,1,0,4,3,2021-03-29,0
CUST-00596,SMB,Starter,Monthly,APAC,1.0,91.06,10.3,5,13,6,8,5,3,2021-01-18,0
CUST-00597,Mid-Market,Pro,Annual,LATAM,3.6,275.45,1.6,20,9,1,0,5,5,2021-07-09,0
CUST-00598,SMB,Starter,Monthly,LATAM,17.7,127.16,2.2,23,16,0,10,4,4,2022-04-02,0
CUST-00599,SMB,Pro,Monthly,North America,18.5,111.29,54.2,27,8,1,8,5,1,2021-03-03,0
CUST-00600,SMB,Starter,Monthly,LATAM,26.8,97.01,15.5,6,12,2,4,3,5,2021-05-03,0
CUST-00601,SMB,Starter,Monthly,North America,9.3,137.65,0.6,17,12,0,3,3,4,2022-02-10,1
CUST-00602,SMB,Starter,Monthly,North America,23.1,95.87,14.6,5,19,1,8,5,1,2021-06-08,0
CUST-00603,SMB,Starter,Monthly,North America,20.7,95.72,6.4,20,17,0,8,4,1,2021-08-25,0
CUST-00604,SMB,Pro,Monthly,North America,59.5,149.17,4.4,9,15,2,9,4,1,2022-05-07,0
CUST-00605,SMB,Starter,Annual,APAC,4.4,124.28,2.0,14,18,0,10,4,3,2021-07-31,0
CUST-00606,SMB,Starter,Monthly,APAC,14.4,57.14,22.0,8,7,4,6,4,2,2021-10-30,0
CUST-00607,SMB,Starter,Monthly,APAC,16.6,103.06,0.8,3,13,0,9,4,1,2021-01-14,0
CUST-00608,SMB,Starter,Annual,Europe,72.0,61.33,4.1,3,19,1,8,5,2,2021-02-06,0
CUST-00609,SMB,Pro,Annual,Europe,4.0,97.87,4.4,1,16,1,7,2,1,2021-04-23,0
CUST-00610,Mid-Market,Pro,Annual,Europe,13.3,605.02,2.1,14,11,1,8,4,3,2022-02-08,0
CUST-00611,SMB,Pro,Monthly,North America,7.6,46.0,8.5,28,5,0,2,1,1,2021-01-02,1
CUST-00612,Mid-Market,Starter,Annual,APAC,13.4,476.22,0.1,0,2,4,5,5,5,2022-02-09,0
CUST-00613,Mid-Market,Pro,Monthly,Europe,4.8,555.97,4.3,1,1,1,9,3,4,2021-11-12,0
CUST-00614,SMB,Starter,Monthly,Europe,0.9,67.19,32.6,9,16,0,7,5,1,2021-02-20,0
CUST-00615,Enterprise,Enterprise,Annual,Europe,15.3,2268.3,4.5,20,5,0,10,3,4,2021-06-29,0
CUST-00616,Enterprise,Pro,Multi-year,APAC,7.4,2760.76,5.4,3,7,1,2,4,4,2021-05-28,0
CUST-00617,SMB,Starter,Monthly,North America,3.6,79.03,7.7,5,9,1,6,5,3,2021-01-23,0
CUST-00618,SMB,Starter,Monthly,North America,7.0,87.52,9.9,4,4,0,6,3,4,2022-05-13,1
CUST-00619,Mid-Market,Pro,Monthly,APAC,0.9,869.55,19.8,8,19,1,7,4,3,2021-03-12,0
CUST-00620,Mid-Market,Enterprise,Monthly,Europe,54.1,604.19,2.5,4,15,2,10,5,1,2021-11-04,1
CUST-00621,SMB,Starter,Annual,APAC,15.7,86.69,24.6,7,7,3,6,3,2,2021-02-15,0
CUST-00622,SMB,Starter,Annual,North America,30.4,54.53,17.0,20,18,1,7,5,3,2021-01-21,0
CUST-00623,SMB,Starter,Annual,North America,9.9,104.63,15.4,14,5,0,8,3,4,2021-01-05,0
CUST-00624,SMB,Starter,Monthly,APAC,42.1,91.29,1.1,1,13,1,9,5,4,2021-04-17,0
CUST-00625,Mid-Market,Enterprise,Annual,Europe,11.9,835.56,0.3,15,3,2,7,5,1,2021-03-17,0
CUST-00626,SMB,Starter,Monthly,Europe,15.4,81.51,10.8,10,6,1,8,4,3,2022-01-03,0
CUST-00627,SMB,Pro,Monthly,North America,12.2,38.69,23.9,41,12,5,9,3,1,2022-01-07,0
CUST-00628,Mid-Market,Pro,Annual,North America,23.8,253.3,10.5,5,18,1,2,3,3,2021-12-06,0
CUST-00629,SMB,Starter,Monthly,Europe,15.1,107.37,2.9,19,18,2,10,5,2,2021-01-13,0
CUST-00630,SMB,Starter,Annual,North America,5.7,63.69,1.1,20,4,0,9,5,5,2021-12-16,0
CUST-00631,Mid-Market,Starter,Annual,APAC,2.8,595.45,14.4,4,14,1,6,4,1,2021-10-17,0
CUST-00632,Enterprise,Enterprise,Annual,APAC,16.8,2093.51,15.4,35,14,0,9,3,4,2022-02-13,0
CUST-00633,SMB,Starter,Monthly,North America,12.1,74.84,2.3,10,1,1,9,1,1,2022-05-11,0
CUST-00634,SMB,Starter,Monthly,Europe,1.8,76.98,0.3,17,11,0,10,5,3,2022-02-21,1
CUST-00635,SMB,Starter,Annual,Europe,9.1,56.59,6.3,2,9,2,4,5,1,2021-04-27,0
CUST-00636,SMB,Starter,Monthly,North America,13.0,79.5,10.5,4,18,2,9,2,2,2021-08-20,0
CUST-00637,SMB,Pro,Annual,North America,31.6,63.32,14.7,13,5,0,0,5,3,2021-07-30,0
CUST-00638,SMB,Starter,Annual,North America,1.4,68.93,19.9,6,10,0,2,3,4,2021-06-16,0
CUST-00639,SMB,Starter,Monthly,Europe,7.7,70.29,11.3,10,15,4,9,5,4,2021-08-12,0
CUST-00640,SMB,Starter,Annual,Europe,31.1,73.06,1.4,7,10,0,9,4,3,2021-11-07,0
CUST-00641,SMB,Pro,Monthly,Europe,18.8,115.69,13.8,15,16,3,8,5,2,2021-12-30,0
CUST-00642,SMB,Pro,Annual,APAC,6.2,75.95,49.8,10,4,2,8,5,1,2021-09-16,0
CUST-00643,SMB,Starter,Annual,APAC,33.6,120.48,28.3,0,4,3,9,4,5,2021-05-13,0
CUST-00644,SMB,Pro,Annual,Europe,12.2,147.99,24.6,16,8,0,10,5,4,2021-05-23,0
CUST-00645,SMB,Starter,Monthly,APAC,12.4,112.62,4.3,8,6,3,7,3,2,2021-09-26,0
CUST-00646,Enterprise,Enterprise,Annual,North America,67.6,2476.72,16.7,6,11,0,2,5,2,2022-01-30,0
CUST-00647,Mid-Market,Pro,Annual,APAC,52.9,569.83,22.9,1,13,4,9,5,2,2022-04-26,0
CUST-00648,Mid-Market,Pro,Annual,Europe,8.0,706.8,13.6,4,19,1,6,2,1,2022-03-29,0
CUST-00649,Mid-Market,Enterprise,Annual,APAC,2.7,518.2,3.5,4,11,0,3,4,2,2021-02-09,0
CUST-00650,SMB,Pro,Annual,Europe,7.1,118.61,36.9,41,2,0,8,5,2,2022-03-14,0
CUST-00651,SMB,Starter,Monthly,North America,0.6,102.28,7.2,8,3,1,8,2,3,2022-03-06,1
CUST-00652,SMB,Pro,Monthly,Europe,0.5,69.28,1.7,1,15,3,7,4,3,2021-09-20,0
CUST-00653,Mid-Market,Pro,Annual,North America,9.1,715.48,1.4,2,13,5,10,5,2,2022-03-03,0
CUST-00654,Mid-Market,Enterprise,Annual,Europe,50.9,518.63,12.5,1,10,2,5,1,2,2021-09-15,0
CUST-00655,SMB,Starter,Monthly,Europe,36.9,76.67,6.9,13,5,2,0,5,3,2021-10-08,0
CUST-00656,SMB,Starter,Monthly,APAC,12.9,66.13,1.2,3,11,1,6,4,1,2022-03-18,1
CUST-00657,SMB,Starter,Annual,Europe,15.0,85.49,16.2,10,14,3,0,3,3,2021-07-16,0
CUST-00658,SMB,Starter,Monthly,Europe,0.5,119.18,19.3,7,15,4,8,4,3,2022-02-21,0
CUST-00659,Mid-Market,Starter,Annual,North America,4.4,713.5,15.5,24,13,2,6,4,3,2021-09-20,0
CUST-00660,Mid-Market,Pro,Annual,LATAM,0.5,575.92,2.7,6,3,2,9,5,3,2022-04-28,0
CUST-00661,SMB,Starter,Monthly,APAC,25.3,101.69,14.0,9,9,1,9,5,5,2021-06-21,0
CUST-00662,Enterprise,Enterprise,Annual,APAC,2.8,3326.18,0.1,19,8,4,7,4,4,2021-08-03,0
CUST-00663,Mid-Market,Pro,Annual,North America,36.6,470.89,4.4,9,15,3,4,5,1,2021-03-21,0
CUST-00664,SMB,Pro,Annual,Europe,18.6,51.21,6.1,24,1,1,7,5,1,2021-03-04,0
CUST-00665,SMB,Pro,Monthly,North America,4.7,134.62,21.6,16,2,2,8,5,2,2022-02-03,0
CUST-00666,SMB,Pro,Monthly,Europe,3.1,64.72,5.9,8,9,0,4,5,5,2021-12-30,0
CUST-00667,SMB,Starter,Annual,North America,17.8,60.7,0.1,11,17,0,9,4,2,2021-04-07,0
CUST-00668,SMB,Pro,Annual,Europe,41.6,39.0,5.2,51,9,2,6,4,1,2021-09-15,1
CUST-00669,SMB,Starter,Monthly,Europe,22.8,100.54,8.3,16,1,1,10,5,1,2021-10-29,1
CUST-00670,SMB,Starter,Monthly,North America,7.7,41.82,35.7,35,8,1,7,5,2,2021-07-13,0
CUST-00671,SMB,Starter,Monthly,Europe,15.9,59.26,34.0,3,5,3,9,2,4,2021-07-02,0
CUST-00672,Enterprise,Enterprise,Annual,APAC,6.7,2530.56,2.4,10,11,0,8,5,2,2022-02-21,0
CUST-00673,SMB,Starter,Monthly,North America,72.0,106.78,2.5,36,6,3,8,4,4,2021-09-30,0
CUST-00674,SMB,Starter,Monthly,APAC,24.9,61.64,2.1,6,17,3,8,2,4,2021-10-20,0
CUST-00675,SMB,Starter,Monthly,North America,17.2,75.82,18.7,51,18,0,9,4,3,2022-02-22,0
CUST-00676,Enterprise,Pro,Annual,North America,9.9,1410.73,0.1,2,18,3,8,3,1,2021-12-01,0
CUST-00677,SMB,Starter,Monthly,North America,17.3,64.24,1.6,35,5,4,9,5,3,2021-03-18,0
CUST-00678,SMB,Starter,Annual,APAC,7.5,88.99,9.3,9,5,3,4,3,1,2022-01-27,0
CUST-00679,Enterprise,Pro,Multi-year,North America,0.5,1636.38,3.4,1,19,2,5,3,3,2021-08-24,0
CUST-00680,Enterprise,Enterprise,Annual,APAC,9.0,1813.87,1.2,32,13,4,4,2,4,2022-03-24,0
CUST-00681,Mid-Market,Pro,Annual,Europe,48.0,278.31,5.4,4,7,2,9,4,3,2022-04-19,0
CUST-00682,SMB,Starter,Annual,North America,17.7,125.86,3.8,0,14,1,2,3,5,2021-03-30,0
CUST-00683,SMB,Pro,Monthly,Europe,1.6,98.11,8.6,2,8,2,9,5,3,2021-12-15,0
CUST-00684,Mid-Market,Pro,Annual,North America,38.9,686.61,46.5,16,3,1,6,1,3,2021-11-28,0
CUST-00685,Enterprise,Enterprise,Annual,APAC,5.6,3351.2,1.6,57,4,2,1,5,3,2021-06-13,1
CUST-00686,Mid-Market,Pro,Monthly,North America,5.0,359.43,5.6,2,10,1,7,4,5,2021-04-15,0
CUST-00687,Mid-Market,Starter,Annual,North America,6.3,433.22,32.3,9,4,0,5,5,1,2021-03-24,0
CUST-00688,SMB,Starter,Monthly,APAC,15.5,37.49,25.1,3,18,2,8,3,3,2021-07-29,0
CUST-00689,Mid-Market,Pro,Annual,LATAM,14.2,1755.97,6.0,20,12,1,7,2,1,2021-06-09,0
CUST-00690,SMB,Starter,Monthly,North America,12.2,75.35,14.4,2,15,0,5,4,2,2022-04-10,0
CUST-00691,SMB,Pro,Monthly,APAC,22.8,121.21,1.1,4,13,3,10,5,4,2021-03-28,0
CUST-00692,SMB,Starter,Annual,North America,6.9,48.75,15.0,3,12,4,7,4,2,2022-01-24,0
CUST-00693,SMB,Starter,Monthly,APAC,27.4,119.17,43.3,12,8,3,7,1,5,2022-04-09,0
CUST-00694,SMB,Pro,Annual,Europe,3.5,168.18,9.3,31,9,3,9,4,5,2021-05-05,0
CUST-00695,SMB,Starter,Annual,North America,27.5,78.09,8.3,11,9,2,2,3,1,2021-08-18,0
CUST-00696,Mid-Market,Enterprise,Annual,North America,19.6,333.7,2.5,1,17,1,6,4,1,2021-10-23,0
CUST-00697,SMB,Starter,Monthly,North America,20.7,75.68,12.1,12,1,0,7,4,3,2021-07-10,0
CUST-00698,Mid-Market,Pro,Annual,North America,11.8,205.18,10.7,24,6,3,7,5,2,2021-05-07,0
CUST-00699,SMB,Pro,Annual,North America,19.8,78.8,12.7,2,7,0,2,5,1,2021-04-23,0
CUST-00700,SMB,Starter,Monthly,Europe,1.5,111.1,0.3,1,9,2,2,3,1,2021-11-19,0
CUST-00701,SMB,Starter,Monthly,LATAM,34.3,78.86,9.5,3,10,3,7,5,1,2021-02-11,0
CUST-00702,SMB,Pro,Monthly,North America,1.0,71.41,10.8,21,4,0,0,3,4,2021-10-17,1
CUST-00703,SMB,Starter,Annual,Europe,2.9,98.8,2.8,13,16,2,5,3,1,2021-12-14,0
CUST-00704,SMB,Starter,Annual,Europe,15.5,101.86,2.8,12,12,2,4,4,4,2021-05-21,1
CUST-00705,SMB,Starter,Monthly,LATAM,24.2,41.18,3.9,4,9,0,7,5,5,2022-02-27,1
CUST-00706,Enterprise,Enterprise,Multi-year,Europe,1.4,2072.34,14.9,6,3,2,0,5,3,2022-03-10,0
CUST-00707,SMB,Pro,Monthly,Europe,45.6,211.96,11.2,51,9,4,8,5,2,2021-04-27,0
CUST-00708,Mid-Market,Starter,Annual,Europe,65.4,293.13,22.4,4,17,0,10,3,1,2021-09-21,0
CUST-00709,SMB,Starter,Monthly,North America,16.8,77.31,4.2,35,14,1,9,3,4,2022-01-29,0
CUST-00710,Mid-Market,Pro,Monthly,North America,11.8,1087.14,29.2,13,5,1,9,5,1,2021-06-20,0
CUST-00711,Mid-Market,Pro,Annual,North America,24.3,777.65,16.3,2,1,0,8,4,1,2021-05-10,0
CUST-00712,Mid-Market,Pro,Monthly,North America,7.2,407.18,6.0,9,1,1,7,4,4,2021-09-17,0
CUST-00713,SMB,Pro,Annual,Europe,12.2,86.88,1.2,45,3,1,4,4,1,2021-08-05,0
CUST-00714,SMB,Pro,Monthly,North America,44.6,79.93,3.6,8,9,2,5,5,2,2021-10-24,1
CUST-00715,SMB,Pro,Monthly,Europe,56.1,59.31,37.7,30,6,4,6,5,5,2022-04-14,0
CUST-00716,Enterprise,Pro,Multi-year,North America,47.1,1941.47,4.5,4,9,1,0,4,3,2021-05-09,0
CUST-00717,Mid-Market,Pro,Monthly,LATAM,5.5,447.03,4.8,13,4,2,10,5,1,2021-09-11,0
